,Oid,Id,sentence,Flag,labels
3105,3105,63320_201607_3105,"These measures build on Labor’s earlier significant commitments to stopping family and domestic violence, including measures such as critical funding for frontline legal services, transitional housing options for women and children escaping family and domestic violence, and hosting a National Crisis Summit within our first 100 days of office.",,6
3106,3106,63320_201607_3106,A Shorten Labor Government will work to ensure women and children are free to live safe from violence – today’s announcements build on our commitment to eliminate family violence in all forms.,,5
3107,3107,63320_201607_3107,POSITIVE POLICY.,1,1
3108,3108,63320_201607_3108,Champion The March To Gender Equality.,1,1
3109,3109,63320_201607_3109,Equality for the women of Australia will be a national priority for a Shorten Labor Government.,,6
3110,3110,63320_201607_3110,"Central to our plan is Labor’s commitment to safe housing for women and children escaping domestic and family violence, which is a major cause of homelessness in Australia.",,6
3111,3111,63320_201607_3111,Family violence is a crisis which requires more than a change in attitudes.,1,1
3112,3112,63320_201607_3112,It is a national disgrace that demands a national approach.,1,1
3113,3113,63320_201607_3113,Over one third of people who accessed specialist homelessness services over the three years to 2013-14 were seeking assistance due to domestic and family violence.,1,1
3114,3114,63320_201607_3114,"The majority of those were women - 110,000 women compared to 12,000 men– and more than 45,000 of this group were women with children.",1,1
3115,3115,63320_201607_3115,"Many more women want to leave an abusive relationship, but cannot.",1,1
3116,3116,63320_201607_3116,"Or do leave, only to return because they have nowhere else to go.",1,1
3117,3117,63320_201607_3117,This has to change.,1,1
3118,3118,63320_201607_3118,"Labor will invest $88 million over two years in a new Safe Housing program, to improve transitional housing options for women and children escaping domestic and family violence by filling the gap between crisis housing and longer term arrangements.",,7
3119,3119,63320_201607_3119,The Safe Housing program will increase the number of dwellings specifically available for women and children fleeing domestic violence and will provide funding for support programs that help women to stay safe in their own homes.,,6
3120,3120,63320_201607_3120,This commitment builds on Labor’s announcement in 2015 of an initial $15 million investment in Safe at Home grants to help people affected by family violence stay safe in their own home.,,7
3121,3121,63320_201607_3121,"Through strong government leadership, Labor’s positive plan for gender equality will also focus on: Ending the scourge of family violence.",,2
3122,3122,63320_201607_3122,Women’s health.,,1
3123,3123,63320_201607_3123,Support managing work and care.,,1
3124,3124,63320_201607_3124,Equal Opportunity in education.,,1
3125,3125,63320_201607_3125,Gender Pay Equity.,,1
3126,3126,63320_201607_3126,Making retirement incomes fairer.,,3
3127,3127,63320_201607_3127,Advancing women’s wellbeing at home and abroad.,,4
3128,3128,63320_201607_3128,Promoting women’s sport.,,1
3129,3129,63320_201607_3129,"Ensuring equality for women in Australia through full, fair and equal access to opportunities in the workforce, leadership and education, is both a social issue and economic issue - a test of our national character and vital building block for national prosperity.",,7
3130,3130,63320_201607_3130,The latest data from the Australian Bureau of Statistics shows that the pay gap is still too high at 17.3 per cent.,,5
3131,3131,63320_201607_3131,"Australian women are now earning on average $277.70 per week less than men and have an average of $90,000 less in superannuation.",,5
3132,3132,63320_201607_3132,The G20 has acknowledged that one of the world’s most significant barriers to global economic growth is the persistently low level of women’s participation in the workforce compared with men.,,1
3133,3133,63320_201607_3133,"Labor knows that increasing women’s participation and economic security requires action from all parts of the community and there is no area of Australian life, no sector of Australian community, that does not and will not benefit from the full and equal inclusion of women.",,7
3134,3134,63320_201607_3134,"The march of women through the institutions of power will define the decade ahead. It is our responsibility to speed this advance, to offer all our daughters and our nation a more prosperous, more equal future.",,4
3135,3135,63320_201607_3135,Labor will provide the genuine leadership and the real resources to deliver equality of opportunity for the women of Australia.,,3
3136,3136,63320_201607_3136,POSITIVE POLICY.,1,1
3137,3137,63320_201607_3137,Safe Housing For Women.,1,1
3138,3138,63320_201607_3138,A Shorten Labor Government will invest $88 million over two years in a new Safe Housing program to increase transitional housing options for women and children escaping domestic and family violence and to support programs that enable women to stay safe in their own homes.,,6
3139,3139,63320_201607_3139,One of the most common reasons why women remain in violent relationships is the lack of housing options available if they leave.,,1
3140,3140,63320_201607_3140,Safe Housing projects will support women and children escaping domestic and family violence by providing: Funding to construct or purchase accommodation used to provide short term or transitional housing options at affordable rents with flexible bond arrangements.,,4
3141,3141,63320_201607_3141,Funding for homelessness prevention initiatives which support women and children to remain safely in their own homes.,,6
3142,3142,63320_201607_3142,Labor’s Safe Housing program will provide funding to construct or purchase accommodation used to provide short term or transitional affordable housing options for women and children.,,4
3143,3143,63320_201607_3143,"It will support a range of housing options including single or multiunit developments, new builds or existing dwellings.",,3
3144,3144,63320_201607_3144,It will support projects which complement existing domestic and family violence services that provide ongoing support to women including access to financial counselling and legal services.,,4
3145,3145,63320_201607_3145,Labor’s Safe Housing program will also provide funding for initiatives that increase the safety of women and children in their own homes.,,4
3146,3146,63320_201607_3146,States and Territories will be able to bid for funding through a competitive process.,,5
3147,3147,63320_201607_3147,"To leverage more funding for the program, the States and Territories will be required to match the federal funding.",,5
3148,3148,63320_201607_3148,"Community housing providers, in partnership with specialist domestic violence services, will also be able to submit an application for funding as long as the project has a valid business case which meets the objectives of the program.",,6
3149,3149,63320_201607_3149,Australia’s place in a changing world.,1,1
3150,3150,63320_201607_3150,Australia seeks a good international society.,1,1
3151,3151,63320_201607_3151,"Our national interest is in a peaceful, stable and prosperous world.",1,1
3152,3152,63320_201607_3152,"There are many challenges to this global vision – including the threat of conflict between states, the rise of non-state actors, growing economic inequality, and climate change.",1,1
3153,3153,63320_201607_3153,We acknowledge our leading role in our region and accept our global responsibilities.,1,1
3154,3154,63320_201607_3154,POSITIVE POLICY.,1,1
3155,3155,63320_201607_3155,"Defence Under Labor: A Safe, Secure and Independent Australia.",1,1
3156,3156,63320_201607_3156,A Shorten Labor Government will keep Australia safe and prosperous while protecting our values and unique way of life.,,6
3157,3157,63320_201607_3157,This should always be the primary obligation of any government.,,1
3158,3158,63320_201607_3158,"Labor will continue to adopt a constructive and bipartisan approach to Australia’s national security, because there is no place for political partisanship when it comes to the safety and security of our nation and our fellow Australians.",,4
3159,3159,63320_201607_3159,Labor acknowledges the pivotal role that the Australian Defence Force (ADF) plays in defending Australia and our national interests.,,1
3160,3160,63320_201607_3160,We also acknowledge the critical role that Australian defence industry plays in supporting and equipping our defence personnel.,1,1
3161,3161,63320_201607_3161,A Shorten Labor Government will ensure Australia retains a world-class defence force and innovative defence industry by:,,4
3162,3162,63320_201607_3162,"Implementing the funding goals of the 2016 Defence White Paper, including raising Defence funding to 2 per cent of GDP by 202021.",,7
3163,3163,63320_201607_3163,"Building 12 Future Submarines in South Australia, and mandating that at least 70 per cent of the work is done in Australia.",,5
3164,3164,63320_201607_3164,Maintaining Australia’s strategically vital naval shipbuilding industry by implementing a continuous build of surface warships and ending the Abbott-Turnbull Government’s practice of denying local shipyards the opportunity to compete for work.,,5
3165,3165,63320_201607_3165,"Continuing to strengthen defence cooperation with the United States, including by redressing the Abbott-Turnbull Government’s neglect of the US Force Posture Initiatives in Australia’s north.",,4
3166,3166,63320_201607_3166,Reforming the means by which ADF pay and conditions are determined and putting an end to the Abbott-Turnbull Government’s cynical attempts to cut the pay and conditions of ADF personnel.,,1
3167,3167,63320_201607_3167,Establishing an intergovernmental taskforce to develop a nationally consistent approach to perfluorinated chemical contamination at Defence and Commonwealth sites.,,4
3168,3168,63320_201607_3168,POSITIVE POLICY.,1,1
3169,3169,63320_201607_3169,Generating Jobs Through Trade And Investment.,1,1
3170,3170,63320_201607_3170,"A Shorten Labor Government will pursue trade and investment policies that support Australian jobs and living standards by opening up new markets, driving exports into those markets, and attracting new investment.",,6
3171,3171,63320_201607_3171,Labor understands that as the Australian economy transitions out of the mining boom we need to find other sources of growth and jobs.,1,1
3172,3172,63320_201607_3172,"We need to realise the export potential of sophisticated Australian services industries such as education, tourism, and financial and professional services.",1,1
3173,3173,63320_201607_3173,We want to see our advanced manufacturing firms access the global value chains that are reshaping international production.,,1
3174,3174,63320_201607_3174,And our farmers and food processors supplying more high-value Australian food to the rapidly growing countries of Asia.,,6
3175,3175,63320_201607_3175,"A Shorten Labor Government will negotiate high-quality international trade agreements that open up new export markets by reducing tariffs, quotas and “behind the border” barriers to trade.",,3
3176,3176,63320_201607_3176,"We will do so while maintaining Australia’s right to adopt sound public policies in areas such as health care, environmental protection, fair working conditions and job opportunities for Australian workers.",,4
3177,3177,63320_201607_3177,POSITIVE POLICY.,1,1
3178,3178,63320_201607_3178,Respecting And Supporting Our Veterans.,1,1
3179,3179,63320_201607_3179,A Shorten Labor Government will strengthen support for our valued veteran community.,,5
3180,3180,63320_201607_3180,"Labor believes in the robust provision of entitlements, services and support to our veterans and their families as a sincere gesture of thanks for the service and sacrifice they have provided our nation.",,6
3181,3181,63320_201607_3181,"Australia has a good record of looking after our veterans, it does not have a perfect one.",1,1
3182,3182,63320_201607_3182,"Labor has listened to the veterans’ community, and recognises that more needs to be done.",1,1
3183,3183,63320_201607_3183,"Our veterans’ policy needs be structured to respond to the differing needs of veterans according to their stage of life, with flexible programs based on meeting contemporary needs.",1,1
3184,3184,63320_201607_3184,A First Principles Review of Veterans’ Affairs.,1,1
3185,3185,63320_201607_3185,"When grave concerns are raised about the administration, governance and processes within Veterans’ Affairs, we must act.",1,1
3186,3186,63320_201607_3186,"Serious instances of processing delays, disclosure of veterans’ private information, overpayment of entitlements and continued high levels of complaints have undermined the veteran community’s confidence in the delivery of government services.",1,1
3187,3187,63320_201607_3187,A Shorten Labor Government will commission a First Principles Review of Veterans’ Affairs and the delivery of government services.,,7
3188,3188,63320_201607_3188,This end-to-end holistic review will be based on the outcomes required of the Department and focused on agreed upon first-principles.,,2
3189,3189,63320_201607_3189,"A first principles review will: Rectify administrative, governance and process failings.",,7
3190,3190,63320_201607_3190,Ensure government services are structured in a way that allows them to meet existing and future challenges efficiently.,,2
3191,3191,63320_201607_3191,Secure the trust of the veterans’ community.,,7
3192,3192,63320_201607_3192,"This is not an attack on DVA employees, or their commitment to the important work they do.",,1
3193,3193,63320_201607_3193,This is about putting people first.,,1
3194,3194,63320_201607_3194,This is about making sure the systems we have in place work for the people they are meant to serve.,,1
3195,3195,63320_201607_3195,This is about making sure the foundations of our veterans’ affairs system is strong.,,3
3196,3196,63320_201607_3196,The Australian National Veterans Arts Centre in Melbourne.,1,1
3197,3197,63320_201607_3197,"In addition, a Shorten Labor Government will establish the Australian National Veterans Arts Centre (ANVAC) at 310 St Kilda Road in Melbourne.",,5
3198,3198,63320_201607_3198,"Currently derelict, the St Kilda Road facility was formerly a repatriation centre used by World War I veterans as the Repatriation Commission Outpatient Clinic.",1,1
3199,3199,63320_201607_3199,"The building will be remediated and restored by the Department of Defence, before being returned to its original purpose as a centre caring for veterans.",,6
3200,3200,63320_201607_3200,"The facility is superbly located for this purpose, being proximate to the Shrine of Remembrance, Victoria Barracks, public transport links and the Melbourne CBD.",1,1
3201,3201,63320_201607_3201,"ANVAC will host programs and initiatives for a new generation of veterans seeking support for mental health and PTSD, including through arts therapy.",,5
3202,3202,63320_201607_3202,"Veterans have long engaged in the arts for a range of reasons including for rehabilitation from wounds, injury or illness, or as a form of therapy to capture their lived experience and to stimulate morale within peer groups.",1,1
3203,3203,63320_201607_3203,Counting the cost: Veterans’ suicide and homelessness.,1,1
3204,3204,63320_201607_3204,"The rate of veteran suicide and homelessness, and the way in which it is recorded, continues to raise significant concerns within the veterans’ community and the general public more broadly.",1,1
3205,3205,63320_201607_3205,The lack of comprehensive data or the ‘under-reporting’ of veterans’ suicide has been of particular concern.,1,1
3206,3206,63320_201607_3206,"As part of its mental health policy, Labor has committed to working with the States and Territories to build an accurate picture of deaths by suicide and suicide attempts and agree to a national minimum data set for suicide prevention.",,6
3207,3207,63320_201607_3207,"As part of this initiative, Labor will ensure the inclusion of an ‘ADF flag’ within this data set, to allow governments to identify if an individual had previously served in the ADF or was a partner or child of an individual who served in the ADF.",,4
3208,3208,63320_201607_3208,Labor will also work with the States and Territories to include an ‘ADF flag’ within the existing Specialist Homelessness Service Collection.,,4
3209,3209,63320_201607_3209,"In addition, Labor will fund a comprehensive study into veterans’ homelessness to identify members of the veteran community who are experiencing or at risk of homelessness.",,2
3210,3210,63320_201607_3210,The study will make recommendations to address factors that increase the risk of homelessness and solutions on how to better connect homeless veterans with appropriate support services.,,1
3211,3211,63320_201607_3211,POSITIVE POLICY.,1,1
3212,3212,63320_201607_3212,Immigration – Regional And Global Efforts.,1,1
3213,3213,63320_201607_3213,"According the UNHCR, the number of displaced people fleeing from war, conflict or persecution is now at its highest level since World War II.",1,1
3214,3214,63320_201607_3214,The forced displacement of people around the globe is currently at unprecedented levels.,1,1
3215,3215,63320_201607_3215,"By the close of 2015 an estimated 60 million individuals were forcibly displaced globally by persecution, conflict, violence and human rights violations.",1,1
3216,3216,63320_201607_3216,This is equivalent to one person in every 122 on the planet being displaced by violence and war.,1,1
3217,3217,63320_201607_3217,Labor believes that Australia can do more to address this global humanitarian crisis.,,1
3218,3218,63320_201607_3218,We believe in a compassionate approach to asylum seekers that enables refugees to progress their claims safely and securely.,,6
3219,3219,63320_201607_3219,Labor has a plan to work in our region and with international humanitarian agencies to tackle this crisis while maintaining the integrity of Australia’s borders.,,1
3220,3220,63320_201607_3220,"First and foremost, a Shorten Labor Government will provide significantly increased annual funding to the UNHCR for its global work program and its work in South East Asia and the Pacific.",,4
3221,3221,63320_201607_3221,"At a time when the global humanitarian need is greater than ever, Labor will provide $450 million over three years to support the important work of the UNHCR.",,7
3222,3222,63320_201607_3222,This funding commitment will place Australia in the top 5 of global contributors to the UNHCR.,,5
3223,3223,63320_201607_3223,Labor will also reinstate references to the UN Refugees Convention in the Migration Act to reverse the Abbott-Turnbull Government’s retrograde efforts to undermine international law.,,6
3224,3224,63320_201607_3224,"Furthermore, we will take a leadership role within South East Asia and the Pacific to build a regional humanitarian framework to improve the situation of asylum seekers.",,6
3225,3225,63320_201607_3225,This would include supporting the UNHCR in providing health and education services to asylum seekers.,,5
3226,3226,63320_201607_3226,"It would also involve advocating for work rights for asylum seekers, similar to what would have been achieved under the proposed Malaysia Agreement in 2011.",,2
3227,3227,63320_201607_3227,Labor believes Australia has a role to play as a responsible global citizen in responding to the current humanitarian crisis.,,4
3228,3228,63320_201607_3228,"We will not shirk this responsibility as the Abbott-Turnbull Government has consistently sought to do. Instead, we will work in our region and with international agencies to progress refugees’ claims safely, securely and responsibly.",,7
3229,3229,63320_201607_3229,POSITIVE POLICY.,1,1
3230,3230,63320_201607_3230,Protecting Overseas Aid Projects.,1,1
3231,3231,63320_201607_3231,A Shorten Labor Government will act immediately to save projects facing closure due to the Liberals’ cuts to overseas aid.,,6
3232,3232,63320_201607_3232,"Because of a $224 million cut to overseas aid in the Liberals’ last Budget, critical projects like maternal and child health, schooling, clean water, and sanitation, risk being axed from 30 June this year.",1,1
3233,3233,63320_201607_3233,"Today, Labor commits that if elected, we will reverse the $224 million cut – to keep these projects going in 2016-17.",,6
3234,3234,63320_201607_3234,"Since coming to Government in 2013, the Liberals have gutted Australia’s aid program.",1,1
3235,3235,63320_201607_3235,It is now the weakest in history.,1,1
3236,3236,63320_201607_3236,"Sadly, the Liberals’ cuts have been so deep that it is impossible to fix the aid program quickly.",1,1
3237,3237,63320_201607_3237,Labor’s commitments are designed to help start rebuilding Australia’s aid program.,,6
3238,3238,63320_201607_3238,"In addition to today’s $224 million announcement, Labor will: Provide $450 million, over three years, to support the important work of the United Nations High Commissioner for Refugees, placing Australia in the top five global contributors.",,6
3239,3239,63320_201607_3239,"Invest an extra $40 million a year, from 2017-18, to help Australian NGOs deliver frontline services to some of the world’s poorest people.",,6
3240,3240,63320_201607_3240,"Legislate to restore accountability to Australia’s aid program by reintroducing the annual Ministerial Budget Statement on overseas aid, after it was axed by the Liberals in 2014.",,6
3241,3241,63320_201607_3241,"Labor will release the statement at the same time as each federal Budget to show how aid is allocated by sector, country, and region.",,5
3242,3242,63320_201607_3242,"Legislate for an independent evaluation of Australia’s aid program, as well as the measurement and reporting of effectiveness.",,1
3243,3243,63320_201607_3243,"Over the next four years, Labor will provide around $800 million more for overseas aid than the Liberals.",,1
3244,3244,63320_201607_3244,"Labor supports a strong aid program because as a good global citizen Australia has a duty to help reduce poverty and inequality, and respond effectively to humanitarian crises.",,1
3245,3245,63320_201607_3245,"Labor supports a strong aid program because it helps keep Australia safe, by working to tackle serious diseases and violence in our region, and in our world.",,1
3246,3246,63320_201607_3246,Labor supports a strong aid program because it benefits Australia’s economy when countries go from being aid recipients to trading partners.,,5
3247,3247,63320_201607_3247,POSITIVE POLICY.,1,1
3248,3248,63320_201607_3248,Australia’s Submarines Built Here.,1,1
3249,3249,63320_201607_3249,"Under Labor, Australia’s Future Submarines will be built, maintained and sustained in Australia.",,5
3250,3250,63320_201607_3250,Building and delivering Australia’s new submarine fleet is an inter-generational decision.,,5
3251,3251,63320_201607_3251,"Future Prime Ministers, from both sides of politics, will have to live with the decision that is taken.",,3
3252,3252,63320_201607_3252,"This is the most significant procurement decision of our time, with construction and maintenance costs going beyond many billions of dollars over the life of the project – it is vital that we get it right.",,1
3253,3253,63320_201607_3253,"For strategic defence reasons it is critical that Australia retains an independent capability to build, sustain and maintain our next fleet of submarines.",,1
3254,3254,63320_201607_3254,It is simply too important for flawed selection processes and partisan politics.,,1
3255,3255,63320_201607_3255,"Before the last election, the future construction of Australia’s submarine fleet was bipartisan, with both Liberal and Labor declaring the next generation of submarines would be built in Australia.",1,1
3256,3256,63320_201607_3256,"Since then, the Liberals have turned the issue of Australia’s submarine build into a political football and refused to guarantee they will deliver on that promise.",1,1
3257,3257,63320_201607_3257,"And while a preferred bidder – DCNS – has been announced, contracts are not yet signed.",1,1
3258,3258,63320_201607_3258,Only Labor has been clear and consistent: we would make it a condition of the contract that the successful tenderer build Australia’s Future Submarines in Australia.,,5
3259,3259,63320_201607_3259,"This will ensure Australia secures a future submarine fleet that meets our national defence requirements at the most competitive price for taxpayers , and grows thousands of good Australian jobs in the process.",,3
3260,3260,63320_201607_3260,POSITIVE POLICY.,1,1
3261,3261,63320_201607_3261,Immigration – Increasing The Humanitarian Intake.,1,1
3262,3262,63320_201607_3262,"Major conflicts in Syria, Iraq and the nations across Africa have seen the number of displaced people fleeing from war, conflict or persecution rise to its highest level since World War II.",1,1
3263,3263,63320_201607_3263,The forced displacement of people around the globe is currently at unprecedented levels.,1,1
3264,3264,63320_201607_3264,"By the close of 2015 an estimated 60 million individuals were forcibly displaced globally by persecution, conflict, violence and human rights violations.",1,1
3265,3265,63320_201607_3265,This is equivalent to one person in every 122 on the planet being displaced by violence and war.,1,1
3266,3266,63320_201607_3266,Australia is a nation writ large because of migration.,1,1
3267,3267,63320_201607_3267,"We should never forget the debt we owe to generations of migrants, and refugees, who in seeking a better life have enriched the lives of all Australians.",,4
3268,3268,63320_201607_3268,There can be no doubt that immigration has unreservedly been one of the secrets of Australian success.,1,1
3269,3269,63320_201607_3269,We are proud so many of us are Australians by choice.,1,1
3270,3270,63320_201607_3270,"That is why Labor will increase Australia’s annual humanitarian intake to 27,000 by 2025.",,4
3271,3271,63320_201607_3271,"As part of our commitment to demonstrating leadership in our region, a portion of the program will be dedicated to resettling refugees from the region.",,6
3272,3272,63320_201607_3272,This is Labor’s plan to ensure that Australia takes our fair share of refugees.,,7
3273,3273,63320_201607_3273,It is a plan that ensures that Australia steps up and fulfils a greater responsibility as a good global citizen; a nation that is responsible in the world and secure at home.,,6
3274,3274,63320_201607_3274,POSITIVE POLICY.,1,1
3275,3275,63320_201607_3275,Defending Australia – Future Frigates.,1,1
3276,3276,63320_201607_3276,"Under Labor, Australia’s Future Frigates will be built, maintained and sustained in Australia.",,1
3277,3277,63320_201607_3277,For strategic defence reasons it is critical that Australia retains an independent shipbuilding capability here at home.,,1
3278,3278,63320_201607_3278,Having a truly world class shipbuilding sector will require a commitment to a continuous build program for our Future Frigates to ensure these vessels not only have the best technology at the best price but also maximise efficiency and workforce expertise.,,7
3279,3279,63320_201607_3279,Labor will provide Australian shipbuilders with the certainty they need to make investments and to recruit and retain the highly-skilled workforce needed to build these vital capabilities for Australia’s defence forces.,,7
3280,3280,63320_201607_3280,"Expert advice is unequivocal; that anything less than a commitment to build the Future Frigates in Australia will put jobs at risk, along with our capacity to continue to be a world-class naval shipbuilding industry for the long term.",,7
3281,3281,63320_201607_3281,POSITIVE POLICY.,1,1
3282,3282,63320_201607_3282,Counter Terrorism under Labor.,1,1
3283,3283,63320_201607_3283,"Protecting Australians, Defending Human Rights.",1,1
3284,3284,63320_201607_3284,There is no greater responsibility of government than to protect the safety and security of its citizens.,,6
3285,3285,63320_201607_3285,"Terrorism is an affront to all humanity, and Labor will continue to ensure our nation’s security while upholding the democratic rights and freedoms that Australians have for generations fought to protect.",,4
3286,3286,63320_201607_3286,Proper resourcing and an effective legal framework that gives our security and law enforcement agencies the powers they need to keep us safe are fundamental to Australia’s security environment.,,6
3287,3287,63320_201607_3287,Labor will continue to fully support our agencies in their vital work to protect the safety of all Australians and defend our nation’s security.,,4
3288,3288,63320_201607_3288,"Australians expect transparency and accountability in security and enforcement activities to the greatest extent possible, and Labor will continue to champion those safeguard mechanisms.",,4
3289,3289,63320_201607_3289,"In ensuring that the rights and freedoms of Australians are protected as well as their physical security, transparency and accountability safeguards also help ensure that Australians have confidence in their security and law enforcement agencies.",,7
3290,3290,63320_201607_3290,This further reinforces our security because maintaining a close relationship with the community they protect helps our security agencies to carry out their vital role.,,4
3291,3291,63320_201607_3291,Bipartisanship.,1,1
3292,3292,63320_201607_3292,National security is a bipartisan issue.,1,1
3293,3293,63320_201607_3293,"It should always be above politics, as no individual and no party has a monopoly on patriotism.",1,1
3294,3294,63320_201607_3294,A Shorten Labor Government will continue to work in a bipartisan way to ensure our nation’s security.,,6
3295,3295,63320_201607_3295,"Throughout the term of the Abbott-Turnbull Government, Labor has worked in a constructive manner through the Parliamentary Joint Committee on Intelligence and Security to ensure all proposed national security legislation is fit for purpose.",1,1
3296,3296,63320_201607_3296,"Following rigorous scrutiny of new laws through the committee process, Labor has achieved significant improvements to national security legislation including the introduction of important safeguards such as the establishment of a Public Interest Advocate in situations where security agencies seek metadata from journalists.",1,1
3297,3297,63320_201607_3297,"Working in a bipartisan manner, Labor helped to enact over 100 substantive amendments to the national security bills put forward by the Abbott-Turnbull Government, including 26 substantive amendments to the Australian Citizenship Amendment (Allegiance to Australia) Bill 2015.",1,1
3298,3298,63320_201607_3298,"In each new round of counter terrorism legislation proposed by the Government, Labor has enhanced oversight and transparency.",1,1
3299,3299,63320_201607_3299,"We have ensured that any new powers are extended for no longer than is necessary, through the application of sunset clauses on some extraordinary powers, and with mandated reviews.",1,1
3300,3300,63320_201607_3300,Our focus is about the best interests and safety of Australians.,,1
3301,3301,63320_201607_3301,Our interest is always in striking the right balance between national security considerations and the fundamental democratic rights and freedoms all Australians cherish.,,3
3302,3302,63320_201607_3302,"Labor will always be mindful that in seeking to protect ourselves from the terrorist threat, we do not undermine the very foundations of our strength that the terrorists want to destroy.",,6
3303,3303,63320_201607_3303,An Inclusive Approach To National Security.,1,1
3304,3304,63320_201607_3304,"A Shorten Labor Government will pursue a balanced approach to counter terrorism—drawing on new means, new methods and adapting to new challenges.",,6
3305,3305,63320_201607_3305,"We put our trust in the expertise, professionalism and skill of our security agencies and emergency services personnel, and we should be guided by their advice.",,1
3306,3306,63320_201607_3306,"Labor believes early intervention and community engagement, working in combination with strong and bipartisan counter terrorism legislation, are all key to preventing vulnerable young Australians being groomed into extremist ideology.",,1
3307,3307,63320_201607_3307,"As was noted by ASIO director-general Duncan Lewis in mid-2015, “we understand we can’t arrest our way to success. If there is indeed a silver bullet to solving the issue of radicalisation, it is in the area of social cohesion.”",1,1
3308,3308,63320_201607_3308,"Countering violent extremism programs need appropriate funding, cohesive narratives and they need to provide viable alternatives to disenfranchised young Australians who may be vulnerable to terrorist recruiters.",1,1
3309,3309,63320_201607_3309,We must give agencies and communities all the support we can to enhance their capability and to counter the radicalisation of vulnerable youths.,,3
3310,3310,63320_201607_3310,"In addition, Labor will build effective partnerships with other countries to respond to common security challenges, including continuing engagement with the United States and Europe, and further strengthening our ties with our Asian and other regional neighbours.",,3
3311,3311,63320_201607_3311,Strong international institutional arrangements should coordinate international responses to security threats.,,7
3312,3312,63320_201607_3312,Labor will respect and uphold these arrangements and actively participate to influence positive outcomes.,,6
3313,3313,63320_201607_3313,"Under a Shorten Labor Government, Australia will continue to work directly with regional institutions to strengthen their capacity to deal with terrorist challenges in our region.",,4
3314,3314,63320_201607_3314,Labor’s Record.,1,1
3315,3315,63320_201607_3315,Labor is proud of our record on national security.,1,1
3316,3316,63320_201607_3316,"In Government between 2007 and 2013, we increased funding for public order and safety by hundreds of millions of dollars in real terms.",1,1
3317,3317,63320_201607_3317,"In December 2008, Prime Minister Rudd delivered Australia’s first National Security Statement to Parliament, setting out our national security challenges and a comprehensive approach to responding to those challenges.",1,1
3318,3318,63320_201607_3318,"Labor also commissioned and built ASIO’s new purpose-designed headquarters, named after Labor Prime Minister Ben Chifley, who in 1949 signed the directive establishing ASIO.",1,1
3319,3319,63320_201607_3319,"In 2010 Labor published a Counter Terrorism White Paper, which outlined a detailed strategy to combat the threat of terrorism, based on four key elements: Analysis: an intelligence-led response to terrorism, driven by a properly connected and properly informed national security community.",1,1
3320,3320,63320_201607_3320,Protection: taking all necessary and practical action to protect Australia and Australians from terrorism at home and abroad.,1,1
3321,3321,63320_201607_3321,Response: providing an immediate and targeted response to specific terrorist threats and terrorist attacks should they occur.,1,1
3322,3322,63320_201607_3322,Resilience: building a strong and resilient Australian community to resist the development of any form of violent extremism and terrorism on the home front.,1,1
3323,3323,63320_201607_3323,"The White Paper established a Counter Terrorism Control Centre within the Australian Security Intelligence Organisation to create closer links and bring together expertise from across our security, intelligence and law enforcement agencies and focus Australia’s counter terrorism efforts.",1,1
3324,3324,63320_201607_3324,"In addition, Federal Labor has improved cooperation between the Australian Federal Police (AFP), ASIO and the Commonwealth Director of Public Prosecutions.",1,1
3325,3325,63320_201607_3325,POSITIVE POLICY.,1,1
3326,3326,63320_201607_3326,Chemical Contamination At Defence Sites.,1,1
3327,3327,63320_201607_3327,Labor will establish an intergovernmental taskforce to develop a nationally consistent approach to perfluorinated chemical contamination at Williamtown and other Commonwealth sites.,,7
3328,3328,63320_201607_3328,A Shorten Labor Government will provide additional support to address the immediate needs of the Williamtown community as a result of perfluorinated chemical contamination.,,6
3329,3329,63320_201607_3329,Perfluorinated chemical contamination in Williamtown and elsewhere is a serious issue.,1,1
3330,3330,63320_201607_3330,"We will fund an initial round of 10,000 voluntary blood tests at affected sites across the country, establishing baseline readings to allow for ongoing monitoring of contaminant exposure.",,4
3331,3331,63320_201607_3331,"At Williamtown, a Shorten Labor Government will: Improve community consultation by establishing a local community liaison officer at RAAF Base Williamtown, ensuring the community has a single point of contact — if you want to speak to Defence, you’ll know who to contact.",,6
3332,3332,63320_201607_3332,Fund a study to analyse the impact of perfluorinated chemical contamination on the Williamtown community.,,6
3333,3333,63320_201607_3333,"Provide a grant to the NSW Government to connect affected properties within the Williamtown investigation area to town water, as identified by the NSW EPA.",,6
3334,3334,63320_201607_3334,Extend income support for affected commercial fishers until March 2017.,,4
3335,3335,63320_201607_3335,Advocate for leniency by lending institutions with respect to business and home loan repayments until February 2017 for affected individuals.,,6
3336,3336,63320_201607_3336,Seek leniency with respect to licence fee payments until February 2017 for commercial fishing licences.,,6
3337,3337,63320_201607_3337,Labor has listened to the local community..,1,1
3338,3338,63320_201607_3338,We understand their concerns regarding uncoordinated and poorly communicated responses from government,1,1
3339,3339,63320_201607_3339,We will rectify this.,,1
3340,3340,63320_201607_3340,"A Shorten Labor Government will develop a nationally consistent approach for screening and health guidelines, assessments, containment, management, standards and remediation protocols for sites that are identified as being contaminated with perfluorinated chemicals.",,3
3341,3341,63320_201607_3341,We also recognise that perfluorinated chemical contamination is a growing concern at Commonwealth sites around Australia.,,1
