,oid,Id,sentence,Flag,context,party,year,incumbent,labels
802,802,63620_198010_802,- assist refugee And handicapped children.,0,Special provision has also been made to - assist Aboriginal children in their schooling. - provide multicultural Education And help non-English speaking migrant Children improve their English language skills.,Liberal,1980,Liberal,3
803,803,63620_198010_803,New Commitments.,1,- provide multicultural Education And help non-English speaking migrant children improve their English language skills. - assist refugee And handicapped children.,Liberal,1980,Liberal,1
804,804,63620_198010_804,New commitments include: - an increase in the per capita grant to Level 6 non-government schools to 40% of average government schools standard running costs during the life of the next Parliament.,0,- assist refugee And handicapped children. new Commitments.,Liberal,1980,Liberal,7
805,805,63620_198010_805,- compression of the existing six levels of non-Government schools (as defined by the schools Commission) to three levels in the life of the next Parliament.,0,New Commitments. New commitments include: - an increase in the per capita grant to Level 6 non-government schools to 40% of average government schools standard running costs during the life of the next Parliament.,Liberal,1980,Liberal,1
806,806,63620_198010_806,"- additional capital grants of $ 25 million over three years, 1981-83, for new places in non-government schools.",0,New commitments include: - an increase in the per capita grant to Level 6 non-government schools to 40% of average government schools standard running costs during the life of the next Parliament. - compression of the existing six levels of non-Government schools (as defined by the schools Commission) to three levels in the life of the next Parliament.,Liberal,1980,Liberal,7
807,807,63620_198010_807,- a special allocation of $2 million a year from 1981 to develop education programmes for severely handicapped children.,0,"- compression of the existing six levels of non-Government schools (as defined by the schools Commission) to three levels in the life of the next Parliament. - additional capital grants of $ 25 million over three years, 1981-83, for new places in non-government schools.",Liberal,1980,Liberal,7
808,808,63620_198010_808,"- a per capita grant of $ 30 a year for two years to non-profit, part-time ethnic schools providing supplementary community language and cultural programmes.",0,"- additional capital grants of $ 25 million over three years, 1981-83, for new places in non-government schools. - a special allocation of $2 million a year from 1981 to develop education programmes for severely handicapped children.",Liberal,1980,Liberal,7
809,809,63620_198010_809,- funds to establish new courses in community languages in universities And/or colleges of advanced education.,0,"- a special allocation of $2 million a year from 1981 to develop education programmes for severely handicapped children. - a per capita grant of $ 30 a year for two years to non-profit, part-time ethnic schools providing supplementary community language and cultural programmes.",Liberal,1980,Liberal,6
810,810,63620_198010_810,- funds for the establishment of Research Centres of Excellence in a number of universities at a cost of $ 1 million in 1981 and a further $ 15 million during the 1982-84 triennium.,0,"- a per capita grant of $ 30 a year for two years to non-profit, part-time ethnic schools providing supplementary community language and cultural programmes. - funds to establish new courses in community languages in universities And/or colleges of advanced education.",Liberal,1980,Liberal,7
811,811,63620_198010_811,"- A three year pilot programme to provide on loan video facilities for Isolated students in remote areas, beginning with students of the School of the Air.",0,- funds to establish new courses in community languages in universities And/or colleges of advanced education. - funds for the establishment of Research Centres of Excellence in a number of universities at a cost of $ 1 million in 1981 and a further $ 15 million during the 1982-84 triennium.,Liberal,1980,Liberal,3
812,812,63620_198010_812,"- for those who qualify, an increase in 1981 to $ 780 a year for the basic boarding allowance under the Assistance to Isolated Children Scheme.",0,"- funds for the establishment of Research Centres of Excellence in a number of universities at a cost of $ 1 million in 1981 and a further $ 15 million during the 1982-84 triennium. - A three year pilot programme to provide on loan video facilities for Isolated students in remote areas, beginning with students of the School of the Air.",Liberal,1980,Liberal,7
813,813,63620_198010_813,HOUSING.,1,"- A three year pilot programme to provide on loan video facilities for Isolated students in remote areas, beginning with students of the School of the Air. - for those who qualify, an increase in 1981 to $ 780 a year for the basic boarding allowance under the Assistance to Isolated Children Scheme.",Liberal,1980,Liberal,1
814,814,63620_198010_814,"Today, 73% of Australians own or are purchasing their homes The Government strongly supports home ownership and will continue to give a high priority to the availability of housing finance.",1,"- for those who qualify, an increase in 1981 to $ 780 a year for the basic boarding allowance under the Assistance to Isolated Children Scheme. HOUSING.",Liberal,1980,Liberal,1
815,815,63620_198010_815,Over a million home seekers have been helped to get housing loans in the last five years.,1,"HOUSING. Today, 73% of Australians own or are purchasing their homes The Government strongly supports home ownership and will continue to give a high priority to the availability of housing finance.",Liberal,1980,Liberal,1
816,816,63620_198010_816,Housing loan approvals were at a record level last year.,1,"Today, 73% of Australians own or are purchasing their homes The Government strongly supports home ownership and will continue to give a high priority to the availability of housing finance. Over a million home seekers have been helped to get housing loans in the last five years.",Liberal,1980,Liberal,1
817,817,63620_198010_817,Home Savings Grants.,1,Over a million home seekers have been helped to get housing loans in the last five years. Housing loan approvals were at a record level last year.,Liberal,1980,Liberal,1
818,818,63620_198010_818,The Government has progressively developed the Home Savings Grants Scheme to assist first home buyers.,1,Housing loan approvals were at a record level last year. Home Savings Grants.,Liberal,1980,Liberal,1
819,819,63620_198010_819,"We will now go further and: - provide from 1 October 1980 a new Home Savings Grant Family Bonus of $ 500 for families with one dependent child and $1,000 for families with two or more dependent children.",0,Home Savings Grants. The Government has progressively developed the Home Savings Grants Scheme to assist first home buyers.,Liberal,1980,Liberal,7
820,820,63620_198010_820,"The respective maximum grants, therefore, will increase to $2,500 and $3,000.",0,"The Government has progressively developed the Home Savings Grants Scheme to assist first home buyers. We will now go further and: - provide from 1 October 1980 a new Home Savings Grant Family Bonus of $ 500 for families with one dependent child and $1,000 for families with two or more dependent children.",Liberal,1980,Liberal,7
821,821,63620_198010_821,"- increase the value limit for which a maximum grant is payable to $60,000, reducing to nil at $70,000.",0,"We will now go further and: - provide from 1 October 1980 a new Home Savings Grant Family Bonus of $ 500 for families with one dependent child and $1,000 for families with two or more dependent children. The respective maximum grants, therefore, will increase to $2,500 and $3,000.",Liberal,1980,Liberal,7
822,822,63620_198010_822,- widen the form of acceptable savings.,0,"The respective maximum grants, therefore, will increase to $2,500 and $3,000. - increase the value limit for which a maximum grant is payable to $60,000, reducing to nil at $70,000.",Liberal,1980,Liberal,3
823,823,63620_198010_823,- allow full tax deductibility of home insulation costs for a person's first home where that home was purchased or where construction commenced after 1 October this year.,0,"- increase the value limit for which a maximum grant is payable to $60,000, reducing to nil at $70,000. - widen the form of acceptable savings.",Liberal,1980,Liberal,5
824,824,63620_198010_824,Funding for welfare housing was increased in the last Budget.,1,- widen the form of acceptable savings. - allow full tax deductibility of home insulation costs for a person's first home where that home was purchased or where construction commenced after 1 October this year.,Liberal,1980,Liberal,1
825,825,63620_198010_825,The Commonwealth/State Housing Agreement has been changed to give low and moderate income earners increased opportunities to own their own homes.,1,- allow full tax deductibility of home insulation costs for a person's first home where that home was purchased or where construction commenced after 1 October this year. Funding for welfare housing was increased in the last Budget.,Liberal,1980,Liberal,1
826,826,63620_198010_826,The Government has announced a major forward commitment for welfare housing with the States.,1,Funding for welfare housing was increased in the last Budget. The Commonwealth/State Housing Agreement has been changed to give low and moderate income earners increased opportunities to own their own homes.,Liberal,1980,Liberal,1
827,827,63620_198010_827,"This provides a guarantee by the Commonwealth of a base funding level of $200 million a year for five years from July 1981, with specific arrangements for concessional interest rates and grants for rental housing assistance, interest subsidies and leasing.",1,The Commonwealth/State Housing Agreement has been changed to give low and moderate income earners increased opportunities to own their own homes. The Government has announced a major forward commitment for welfare housing with the States.,Liberal,1980,Liberal,1
828,828,63620_198010_828,HEALTH.,1,"The Government has announced a major forward commitment for welfare housing with the States. This provides a guarantee by the Commonwealth of a base funding level of $200 million a year for five years from July 1981, with specific arrangements for concessional interest rates and grants for rental housing assistance, interest subsidies and leasing.",Liberal,1980,Liberal,1
829,829,63620_198010_829,The Government is determined that all Australians should have access to high quality health care.,1,"This provides a guarantee by the Commonwealth of a base funding level of $200 million a year for five years from July 1981, with specific arrangements for concessional interest rates and grants for rental housing assistance, interest subsidies and leasing. HEALTH.",Liberal,1980,Liberal,1
830,830,63620_198010_830,It recognises the important part the private hospitals have in our health services.,1,HEALTH. The Government is determined that all Australians should have access to high quality health care.,Liberal,1980,Liberal,1
831,831,63620_198010_831,"It is totally committed to ensuring the viability and preservation of private hospitals, especially the non-profit component.",1,The Government is determined that all Australians should have access to high quality health care. It recognises the important part the private hospitals have in our health services.,Liberal,1980,Liberal,1
832,832,63620_198010_832,We established the first ever inquiry into Australia's hospitals seeking recommendations on how waste could be reduced and efficiency increased.,1,"It recognises the important part the private hospitals have in our health services. It is totally committed to ensuring the viability and preservation of private hospitals, especially the non-profit component.",Liberal,1980,Liberal,1
833,833,63620_198010_833,The Inquiry's report will be considered as a matter of urgency.,1,"It is totally committed to ensuring the viability and preservation of private hospitals, especially the non-profit component. We established the first ever inquiry into Australia's hospitals seeking recommendations on how waste could be reduced and efficiency increased.",Liberal,1980,Liberal,1
834,834,63620_198010_834,The provision of health services involves substantial cost and this needs to be contained within a responsible economic policy.,1,We established the first ever inquiry into Australia's hospitals seeking recommendations on how waste could be reduced and efficiency increased. The Inquiry's report will be considered as a matter of urgency.,Liberal,1980,Liberal,1
835,835,63620_198010_835,"This year the total is over $3,000 million.",1,The Inquiry's report will be considered as a matter of urgency. The provision of health services involves substantial cost and this needs to be contained within a responsible economic policy.,Liberal,1980,Liberal,1
836,836,63620_198010_836,"We have increased assistance to help the aged, chronically ill and disadvantaged.",1,"The provision of health services involves substantial cost and this needs to be contained within a responsible economic policy. This year the total is over $3,000 million.",Liberal,1980,Liberal,1
837,837,63620_198010_837,"In line with a previous commitment, benefits will be increased from the first pension pay day in November to cover the cost of fees for 70% of patients in nongovernment nursing homes.",0,"This year the total is over $3,000 million. We have increased assistance to help the aged, chronically ill and disadvantaged.",Liberal,1980,Liberal,7
838,838,63620_198010_838,The Government this year has increased its financial support for medical research by 30% and has decided to: - fund on a $ for $ basis with the Victorian Government a new building for the Walter and Eliza Hall Institute of Medical Research at an estimated cost to the Commonwealth of $ 11.25 million.,1,"We have increased assistance to help the aged, chronically ill and disadvantaged. In line with a previous commitment, benefits will be increased from the first pension pay day in November to cover the cost of fees for 70% of patients in nongovernment nursing homes.",Liberal,1980,Liberal,1
839,839,63620_198010_839,- significantly increase funds for alcohol And drug rehabilitation programmes.,1,"In line with a previous commitment, benefits will be increased from the first pension pay day in November to cover the cost of fees for 70% of patients in nongovernment nursing homes. The Government this year has increased its financial support for medical research by 30% and has decided to: - fund on a $ for $ basis with the Victorian Government a new building for the Walter and Eliza Hall Institute of Medical Research at an estimated cost to the Commonwealth of $ 11.25 million.",Liberal,1980,Liberal,1
840,840,63620_198010_840,"In addition, more funds will be allocated to continuing the national development of the ""Help Yourself"" health promotion campaign.",1,The Government this year has increased its financial support for medical research by 30% and has decided to: - fund on a $ for $ basis with the Victorian Government a new building for the Walter and Eliza Hall Institute of Medical Research at an estimated cost to the Commonwealth of $ 11.25 million. - significantly increase funds for alcohol And drug rehabilitation programmes.,Liberal,1980,Liberal,1
841,841,63620_198010_841,SOCIAL SECURITY AND WELFARE.,1,"- significantly increase funds for alcohol And drug rehabilitation programmes. In addition, more funds will be allocated to continuing the national development of the ""Help Yourself"" health promotion campaign.",Liberal,1980,Liberal,1
842,842,63620_198010_842,"Historically, many of the major advances in social security and welfare have been introduced by Liberal Governments.",1,"In addition, more funds will be allocated to continuing the national development of the ""Help Yourself"" health promotion campaign. SOCIAL SECURITY AND WELFARE.",Liberal,1980,Liberal,1
843,843,63620_198010_843,"In the past five years, the Government has directed more resources to assist the aged, the disabled and other disadvantaged groups than any previous government since Federation.",1,"SOCIAL SECURITY AND WELFARE. Historically, many of the major advances in social security and welfare have been introduced by Liberal Governments.",Liberal,1980,Liberal,1
844,844,63620_198010_844,Total spending on social security and welfare expenditure has risen from $5 billion in 1975/76 to almost $10 billion in 1980/81.,1,"Historically, many of the major advances in social security and welfare have been introduced by Liberal Governments. In the past five years, the Government has directed more resources to assist the aged, the disabled and other disadvantaged groups than any previous government since Federation.",Liberal,1980,Liberal,1
845,845,63620_198010_845,Major reforms have included: - replacement of the means test on pensions by a simple income test and introduction of automatic indexation of pensions.,1,"In the past five years, the Government has directed more resources to assist the aged, the disabled and other disadvantaged groups than any previous government since Federation. Total spending on social security and welfare expenditure has risen from $5 billion in 1975/76 to almost $10 billion in 1980/81.",Liberal,1980,Liberal,1
846,846,63620_198010_846,- cash assistance direct to mothers under the Family allowance Scheme.,1,Total spending on social security and welfare expenditure has risen from $5 billion in 1975/76 to almost $10 billion in 1980/81. Major reforms have included: - replacement of the means test on pensions by a simple income test and introduction of automatic indexation of pensions.,Liberal,1980,Liberal,1
847,847,63620_198010_847,- introduction of A supporting parents benefit.,1,Major reforms have included: - replacement of the means test on pensions by a simple income test and introduction of automatic indexation of pensions. - cash assistance direct to mothers under the Family allowance Scheme.,Liberal,1980,Liberal,1
848,848,63620_198010_848,"- expansion of home-care Services for the aged And welfare Services for special need groups, e.g. Aboriginals, migrants And disabled PEOPLE.",1,- cash assistance direct to mothers under the Family allowance Scheme. - introduction of A supporting parents benefit.,Liberal,1980,Liberal,1
849,849,63620_198010_849,- programmes to assist families And children.,1,"- introduction of A supporting parents benefit. - expansion of home-care Services for the aged And welfare Services for special need groups, e.g. Aboriginals, migrants And disabled PEOPLE.",Liberal,1980,Liberal,1
850,850,63620_198010_850,"The recent Budget increased most rates of unemployment benefit and subsidies for ""meals on wheels"" for aged people.",1,"- expansion of home-care Services for the aged And welfare Services for special need groups, e.g. Aboriginals, migrants And disabled PEOPLE. - programmes to assist families And children.",Liberal,1980,Liberal,1
851,851,63620_198010_851,Allowances for the children of pensioners and beneficiaries were also increased.,1,"- programmes to assist families And children. The recent Budget increased most rates of unemployment benefit and subsidies for ""meals on wheels"" for aged people.",Liberal,1980,Liberal,1
852,852,63620_198010_852,A high priority has been given to increased assistance to disabled people.,1,"The recent Budget increased most rates of unemployment benefit and subsidies for ""meals on wheels"" for aged people. Allowances for the children of pensioners and beneficiaries were also increased.",Liberal,1980,Liberal,1
853,853,63620_198010_853,"The amount has more than doubled in five years to $1,060 million in 1980/81 The fixed rate income-test-free pension for those 70 and over was maintained.",1,Allowances for the children of pensioners and beneficiaries were also increased. A high priority has been given to increased assistance to disabled people.,Liberal,1980,Liberal,1
854,854,63620_198010_854,There are to be further advances in social security and welfare.,0,"A high priority has been given to increased assistance to disabled people. The amount has more than doubled in five years to $1,060 million in 1980/81 The fixed rate income-test-free pension for those 70 and over was maintained.",Liberal,1980,Liberal,2
855,855,63620_198010_855,The Government has decided to: - allocate $10 million for a three year capital programme for homeless persons with special provisions for homeless young people.,1,"The amount has more than doubled in five years to $1,060 million in 1980/81 The fixed rate income-test-free pension for those 70 and over was maintained. There are to be further advances in social security and welfare.",Liberal,1980,Liberal,1
856,856,63620_198010_856,"- in consultation with the States, establish Crisis accommodation for families in distress.",1,There are to be further advances in social security and welfare. The Government has decided to: - allocate $10 million for a three year capital programme for homeless persons with special provisions for homeless young people.,Liberal,1980,Liberal,1
857,857,63620_198010_857,- establish in conjunction with the States and voluntary organisations a National Children's Foundation to create greater public awareness of child abuse and to encourage support from voluntary organisations in this field.,1,"The Government has decided to: - allocate $10 million for a three year capital programme for homeless persons with special provisions for homeless young people. - in consultation with the States, establish Crisis accommodation for families in distress.",Liberal,1980,Liberal,1
858,858,63620_198010_858,- commit more funds over the next three years for an expanded Family support Services Scheme.,1,"- in consultation with the States, establish Crisis accommodation for families in distress. - establish in conjunction with the States and voluntary organisations a National Children's Foundation to create greater public awareness of child abuse and to encourage support from voluntary organisations in this field.",Liberal,1980,Liberal,1
859,859,63620_198010_859,The Government will also increase the personal care subsidy for residents in hostels for aged and disabled people from $15 to $20 a week.,1,- establish in conjunction with the States and voluntary organisations a National Children's Foundation to create greater public awareness of child abuse and to encourage support from voluntary organisations in this field. - commit more funds over the next three years for an expanded Family support Services Scheme.,Liberal,1980,Liberal,1
860,860,63620_198010_860,VETERANS' AFFAIRS.,1,- commit more funds over the next three years for an expanded Family support Services Scheme. The Government will also increase the personal care subsidy for residents in hostels for aged and disabled people from $15 to $20 a week.,Liberal,1980,Liberal,1
861,861,63620_198010_861,The Government has kept the needs of wartime ex-servicemen and women and their dependents under constant review.,1,The Government will also increase the personal care subsidy for residents in hostels for aged and disabled people from $15 to $20 a week. VETERANS' AFFAIRS.,Liberal,1980,Liberal,1
862,862,63620_198010_862,In its term of office it has made significant increases in veterans' allowances and benefits: - major pensions have been indexed.,1,VETERANS' AFFAIRS. The Government has kept the needs of wartime ex-servicemen and women and their dependents under constant review.,Liberal,1980,Liberal,1
863,863,63620_198010_863,- extra help has been provided for the more seriously Disabled.,1,The Government has kept the needs of wartime ex-servicemen and women and their dependents under constant review. In its term of office it has made significant increases in veterans' allowances and benefits: - major pensions have been indexed.,Liberal,1980,Liberal,1
864,864,63620_198010_864,- access to fringe benefits has been increased by liberalising eligibility for the Pensioner Health benefit Card.,1,In its term of office it has made significant increases in veterans' allowances and benefits: - major pensions have been indexed. - extra help has been provided for the more seriously Disabled.,Liberal,1980,Liberal,1
865,865,63620_198010_865,- Service pensions have been made available for Allied veterans of all wars.,1,- extra help has been provided for the more seriously Disabled. - access to fringe benefits has been increased by liberalising eligibility for the Pensioner Health benefit Card.,Liberal,1980,Liberal,1
866,866,63620_198010_866,"The Government has continued to support and upgrade the major Repatriation Hospital in each State and many other veterans' medical institutions, It has increased the Defence Service Homes loan to $25,000 and reduced by four months the waiting time for houses being built.",1,- access to fringe benefits has been increased by liberalising eligibility for the Pensioner Health benefit Card. - Service pensions have been made available for Allied veterans of all wars.,Liberal,1980,Liberal,1
867,867,63620_198010_867,Loans for house construction are immediate.,1,"- Service pensions have been made available for Allied veterans of all wars. The Government has continued to support and upgrade the major Repatriation Hospital in each State and many other veterans' medical institutions, It has increased the Defence Service Homes loan to $25,000 and reduced by four months the waiting time for houses being built.",Liberal,1980,Liberal,1
868,868,63620_198010_868,HUMAN RIGHTS.,1,"The Government has continued to support and upgrade the major Repatriation Hospital in each State and many other veterans' medical institutions, It has increased the Defence Service Homes loan to $25,000 and reduced by four months the waiting time for houses being built. Loans for house construction are immediate.",Liberal,1980,Liberal,1
869,869,63620_198010_869,The Government is actively committed to the protection of human rights.,1,Loans for house construction are immediate. HUMAN RIGHTS.,Liberal,1980,Liberal,1
870,870,63620_198010_870,The procedures it has already introduced within Australia are working effectively.,1,HUMAN RIGHTS. The Government is actively committed to the protection of human rights.,Liberal,1980,Liberal,1
871,871,63620_198010_871,It has ratified the International Covenant on Civil and Political Rights.,1,The Government is actively committed to the protection of human rights. The procedures it has already introduced within Australia are working effectively.,Liberal,1980,Liberal,1
872,872,63620_198010_872,"The procedures for appeals by citizens against decisions of tribunals within Commonwealth jurisdiction on Security, Administration and Repatriation matters have been strengthened and a Human Rights Bureau established.",1,The procedures it has already introduced within Australia are working effectively. It has ratified the International Covenant on Civil and Political Rights.,Liberal,1980,Liberal,1
873,873,63620_198010_873,Further action to protect the rights of individuals will include: - establishment of a Human Rights Commission.,0,"It has ratified the International Covenant on Civil and Political Rights. The procedures for appeals by citizens against decisions of tribunals within Commonwealth jurisdiction on Security, Administration and Repatriation matters have been strengthened and a Human Rights Bureau established.",Liberal,1980,Liberal,5
874,874,63620_198010_874,- Freedom of Information legislation to give greater public access to Government Policy And decision making.,0,"The procedures for appeals by citizens against decisions of tribunals within Commonwealth jurisdiction on Security, Administration and Repatriation matters have been strengthened and a Human Rights Bureau established. Further action to protect the rights of individuals will include: - establishment of a Human Rights Commission.",Liberal,1980,Liberal,1
875,875,63620_198010_875,- new procedures to investigate Complaints about police conduct.,0,Further action to protect the rights of individuals will include: - establishment of a Human Rights Commission. - freedom of Information legislation to give greater public access to Government policy And decision making.,Liberal,1980,Liberal,2
876,876,63620_198010_876,Family Law Courts are now in operation and emphasis is being placed on conciliation and agreement between parties in matters of custody and property.,0,- Freedom of Information legislation to give greater public access to Government Policy And decision making. - new procedures to investigate Complaints about police conduct.,Liberal,1980,Liberal,1
877,877,63620_198010_877,LAW ENFORCEMENT AND DRUGS.,1,- new procedures to investigate Complaints about police conduct. Family Law Courts are now in operation And emphasis is being placed on conciliation And agreement between parties in matters of custody And property.,Liberal,1980,Liberal,1
878,878,63620_198010_878,The Government has accepted the recommendations of the report of the Royal Commission on Drugs and Law Enforcement.,1,Family Law Courts are now in operation and emphasis is being placed on conciliation and agreement between parties in matters of custody and property. LAW ENFORCEMENT AND DRUGS.,Liberal,1980,Liberal,1
879,879,63620_198010_879,As a result it has given to the Australian Federal Police the responsibility of enforcing Commonwealth law against imported drugs.,1,LAW ENFORCEMENT AND DRUGS. The Government has accepted the recommendations of the report of the Royal Commission on Drugs and Law Enforcement.,Liberal,1980,Liberal,1
880,880,63620_198010_880,Other proposals arising from the report include: - a Joint Commonwealth/State Bureau of Criminal Intelligence.,1,The Government has accepted the recommendations of the report of the Royal Commission on Drugs and Law Enforcement. As a result it has given to the Australian Federal Police the responsibility of enforcing Commonwealth law against imported drugs.,Liberal,1980,Liberal,1
881,881,63620_198010_881,- International Law enforcement arrangements.,1,As a result it has given to the Australian Federal Police the responsibility of enforcing Commonwealth law against imported drugs. Other proposals arising from the report include: - a Joint Commonwealth/State Bureau of Criminal Intelligence.,Liberal,1980,Liberal,1
882,882,63620_198010_882,- forensic Science services.,1,Other proposals arising from the report include: - a Joint Commonwealth/State Bureau of Criminal Intelligence. - International law enforcement arrangements.,Liberal,1980,Liberal,1
883,883,63620_198010_883,"The Government is also seeking the cooperation of the New South Wales, Victorian and Queensland Governments for a judicial inquiry into drug related organised crime and corruption in law enforcement agencies.",1,- International Law enforcement arrangements. - forensic Science services.,Liberal,1980,Liberal,1
884,884,63620_198010_884,ABORIGINALS.,1,"- forensic Science services. the Government is also seeking the cooperation of the new South Wales, Victorian And Queensland Governments for A judicial inquiry into drug related organised crime And corruption in Law enforcement agencies.",Liberal,1980,Liberal,1
885,885,63620_198010_885,"The Government's principal objectives are to enable Aboriginals to be as free as other Australians to enjoy a lifestyle of their own choosing, to manage their own affairs and to ensure that their rights are protected.",1,"The Government is also seeking the cooperation of the New South Wales, Victorian and Queensland Governments for a judicial inquiry into drug related organised crime and corruption in law enforcement agencies. ABORIGINALS.",Liberal,1980,Liberal,1
886,886,63620_198010_886,"Assistance for housing, health, education and employment are high priorities.",1,"ABORIGINALS. The Government's principal objectives are to enable Aboriginals to be as free as other Australians to enjoy a lifestyle of their own choosing, to manage their own affairs and to ensure that their rights are protected.",Liberal,1980,Liberal,1
887,887,63620_198010_887,The new Aboriginal Development Commission of ten Aboriginal members began work this year.,1,"The Government's principal objectives are to enable Aboriginals to be as free as other Australians to enjoy a lifestyle of their own choosing, to manage their own affairs and to ensure that their rights are protected. Assistance for housing, health, education and employment are high priorities.",Liberal,1980,Liberal,1
888,888,63620_198010_888,"The Commission will acquire land for Aboriginal communities and groups, lend money to Aboriginals and finance business enterprises.",1,"Assistance for housing, health, education and employment are high priorities. The new Aboriginal Development Commission of ten Aboriginal members began work this year.",Liberal,1980,Liberal,1
889,889,63620_198010_889,"It has a budget of almost $24 million, of which $10 million is the Government's first contribution for investment purposes.",1,"The new Aboriginal Development Commission of ten Aboriginal members began work this year. The Commission will acquire land for Aboriginal communities and groups, lend money to Aboriginals and finance business enterprises.",Liberal,1980,Liberal,1
890,890,63620_198010_890,Self-management.,1,"The Commission will acquire land for Aboriginal communities and groups, lend money to Aboriginals and finance business enterprises. It has a budget of almost $24 million, of which $10 million is the Government's first contribution for investment purposes.",Liberal,1980,Liberal,1
891,891,63620_198010_891,Further responsibilities will be passed by the Government to the Commission.,0,"It has a budget of almost $24 million, of which $10 million is the Government's first contribution for investment purposes. Self-management.",Liberal,1980,Liberal,1
892,892,63620_198010_892,"In future, the annual grants for Aboriginal housing, other than those to the States, will be placed under the responsibility of the Commission.",0,Self-management. Further responsibilities will be passed by the Government to the Commission.,Liberal,1980,Liberal,4
893,893,63620_198010_893,"The Government's special programmes to assist Aboriginals include: - thirteen new projects this year in community health, alcohol rehabilitation, health.",1,"Further responsibilities will be passed by the Government to the Commission. In future, the annual grants for Aboriginal housing, other than those to the States, will be placed under the responsibility of the Commission.",Liberal,1980,Liberal,1
894,894,63620_198010_894,education and nutrition.,1,"In future, the annual grants for Aboriginal housing, other than those to the States, will be placed under the responsibility of the Commission. The Government's special programmes to assist Aboriginals include: - thirteen new projects this year in community health, alcohol rehabilitation, health.",Liberal,1980,Liberal,1
895,895,63620_198010_895,- $22 million for welfare rental accommodation in addition to nearly $50 million through the Department's other programmes.,1,"The Government's special programmes to assist Aboriginals include: - thirteen new projects this year in community health, alcohol rehabilitation, health. education and nutrition.",Liberal,1980,Liberal,1
896,896,63620_198010_896,- increased accommodation in Aboriginal hostels.,1,education and nutrition. - $22 million for welfare rental accommodation in addition to nearly $50 million through the Department's other programmes.,Liberal,1980,Liberal,1
897,897,63620_198010_897,- subsidised job training And new community development projects.,1,- $22 million for welfare rental accommodation in addition to nearly $50 million through the Department's other programmes. - increased accommodation in Aboriginal hostels.,Liberal,1980,Liberal,1
898,898,63620_198010_898,"- special projects with local Government agencies, the private sector And Aboriginal organisations to provide more jobs.",1,- increased accommodation in Aboriginal hostels. - subsidised job training And new community development projects.,Liberal,1980,Liberal,1
899,899,63620_198010_899,The Government will commit $50 million over five years for environmental health improvement.,1,"- subsidised job training And new community development projects. - special projects with local Government agencies, the private sector And Aboriginal organisations to provide more jobs.",Liberal,1980,Liberal,1
900,900,63620_198010_900,"This year over 7,000 young Aboriginals are receiving post-school training.",1,"- special projects with local Government agencies, the private sector And Aboriginal organisations to provide more jobs. The Government will commit $50 million over five years for environmental health improvement.",Liberal,1980,Liberal,1
901,901,63620_198010_901,"The Government is consulting with Aboriginals, mining companies and State Governments to establish practical means of resolving problems where there may be a conflict between Aboriginal and development interests.",1,"The Government will commit $50 million over five years for environmental health improvement. This year over 7,000 young Aboriginals are receiving post-school training.",Liberal,1980,Liberal,1
902,902,63620_198010_902,"The National Aboriginal Conference, a 35-member all-Aboriginal elected body and the Aboriginal Development Commission, an appointed 10-member all-Aboriginal body, have continued to be sources of valuable advice to the Government.",1,"This year over 7,000 young Aboriginals are receiving post-school training. The Government is consulting with Aboriginals, mining companies and State Governments to establish practical means of resolving problems where there may be a conflict between Aboriginal and development interests.",Liberal,1980,Liberal,1
903,903,63620_198010_903,The Conference recommended - following the electoral education campaign conducted by the Electoral Office - that voluntary electoral enrolment for Aboriginals should be changed to compulsory enrolment.,1,"The Government is consulting with Aboriginals, mining companies and State Governments to establish practical means of resolving problems where there may be a conflict between Aboriginal and development interests. The National Aboriginal Conference, a 35-member all-Aboriginal elected body and the Aboriginal Development Commission, an appointed 10-member all-Aboriginal body, have continued to be sources of valuable advice to the Government.",Liberal,1980,Liberal,1
904,904,63620_198010_904,"This would put them in the same position as all other Australians, The Government will legislate to do this.",1,"The National Aboriginal Conference, a 35-member all-Aboriginal elected body and the Aboriginal Development Commission, an appointed 10-member all-Aboriginal body, have continued to be sources of valuable advice to the Government. The Conference recommended - following the electoral education campaign conducted by the Electoral Office - that voluntary electoral enrolment for Aboriginals should be changed to compulsory enrolment.",Liberal,1980,Liberal,1
905,905,63620_198010_905,ETHNIC AFFAIRS.,1,"The Conference recommended - following the electoral education campaign conducted by the Electoral Office - that voluntary electoral enrolment for Aboriginals should be changed to compulsory enrolment. This would put them in the same position as all other Australians, The Government will legislate to do this.",Liberal,1980,Liberal,1
906,906,63620_198010_906,The Government's innovations and assistance programmes for migrants have done much to increase their self reliance and integration within the Australian community.,1,"This would put them in the same position as all other Australians, The Government will legislate to do this. ETHNIC AFFAIRS.",Liberal,1980,Liberal,1
907,907,63620_198010_907,These will continue on an increased scale.,1,ETHNIC AFFAIRS. The Government's innovations and assistance programmes for migrants have done much to increase their self reliance and integration within the Australian community.,Liberal,1980,Liberal,1
908,908,63620_198010_908,Most of the specific recommendations of the Galbally report on migrant and ethnic problems have been carried out or are well advanced.,1,The Government's innovations and assistance programmes for migrants have done much to increase their self reliance and integration within the Australian community. These will continue on an increased scale.,Liberal,1980,Liberal,1
